"Year","Product","01 Agriculture and hunting","02 Forestry","03 Fishing","05_09 Mining and quarrying","10_12 Food industry, etc.","13_15 Textile, clothing and  leather industries","16 Woodworking industry","17 Paper industry","18 Printing","19 Manufacture of coke and refined petroleum products","20 Manufacture of chemicals and chemical products","21 Pharmaceutical industry","22 Manufacture of rubber and plastic products","23 Manufacture of other non-metallic mineral products","24 Manufacture of basic metals","25 Manufacture of fabricated metal products","26 Electronics industry","27 Manufacture of electrical equipment","28 Manufacture of machinery and equipment n.e.c.","29 Manufacture of motor vehicles, etc.","30 Manufacture of other transport equipment","31_32 Manufacture of furniture and other products","33 Repair and installation of machinery and equipment","35 Electricity, gas, steam and air conditioning supply","36 Water collection, treatment and supply","37_39 Sewerage and waste management","41_43 Construction","45 Trade and repair of motor vehicles, etc.","46 Wholesale trade (excl. motor vehicles, etc.)","47 Retail trade (excl. motor vehicles, etc.)","49 Land transport","50 Water transport","51 Air transport","52 Warehousing and support activities for transportation","53 Postal and courier activities","55_56 Accommodation and food service activities","58 Publishing activities","59_60 Audio-visual activities","61 Telecommunications","62_63 Computer and information service activities","64 Financial activities","65 Insurance activities","66 Activities auxiliary to financial and insurance activities","68 Real estate activities","68A Operation of dwellings and residential real estate","69_70 Business management activities","71 Architectural and engineering activities, etc.","72 Scientific research and development","73 Advertising and market research","74_75 Other business activities and veterinary activities","77 Rental and leasing activities","78 Employment activities","79 Travel agencies, etc.","80_82 Other support services","84 Public administration and social security","85 Education","86 Human health activities","87_88 Social work activities","90_92 Cultural activities and gambling","93 Sport, amusement and recreation activities","94 Activities of membership organisations","95 Repair of household goods","96 Other personal service activities","97_98 Household service activities","0 Industries total","P3/S14 Final consumption expenditure by households","P3/S15 Final consumption expenditure by non-profit organisations serving households (NPISH)","P3/S13 Final consumption expenditure by government","P3K Final consumption expenditure","P51 Gross fixed capital formation","P52 Changes in inventories","P5 Gross capital formation","P6K/S21 Exports intra EU fob","P6K/S2111 Exports intra EU, members of EMU fob","P6K/S2112 Exports intra EU, nonmembers of EMU fob","P6K/S22 Exports extra EU fob","P6K Exports of goods and services","FUSE_PH Final uses at basic prices","USE_PH Total use at basic prices"
"2014","59_60 Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",.,0.001000,.,.,0.010000,0.002000,0.008000,0.030000,0.431000,0.002000,0.008000,0.004000,0.004000,0.014000,0.014000,0.015000,0.007000,0.011000,0.040000,.,0.001000,0.005000,0.007000,.,.,0.017000,0.005000,0.016000,0.057000,0.001000,0.046000,0.003000,0.005000,0.005000,0.001000,5.013000,2.792000,17.683000,0.001000,6.064000,0.015000,.,.,0.100000,.,0.031000,0.007000,0.118000,3.037000,0.028000,0.002000,0.013000,0.005000,0.032000,1.360000,1.589000,0.630000,3.647000,13.924000,10.961000,2.306000,0.001000,0.190000,.,70.324000,109.588000,.,.,109.588000,42.299000,-0.825000,41.473000,.,.,.,.,.,151.061000,221.385000
"2014","61 Telecommunications services",0.315000,0.399000,0.022000,0.552000,2.510000,0.299000,1.187000,1.026000,0.381000,0.545000,0.845000,0.159000,0.688000,0.812000,2.637000,2.136000,1.905000,0.956000,5.055000,0.208000,0.307000,0.501000,1.370000,6.671000,0.001000,0.351000,3.487000,2.155000,5.229000,5.566000,2.575000,0.661000,0.770000,0.811000,0.637000,6.898000,6.534000,25.370000,4.525000,12.452000,2.815000,5.815000,10.457000,4.198000,2.091000,5.108000,0.913000,1.100000,0.460000,2.305000,1.014000,2.879000,0.525000,11.956000,23.118000,11.263000,7.102000,12.991000,2.719000,4.377000,12.006000,0.214000,0.316000,.,235.252000,137.052000,.,.,137.052000,.,.,.,.,.,.,.,.,137.052000,372.304000
"2014","62_63 Computer programming, consultancy and related services; information services",0.986000,0.229000,0.015000,2.659000,16.709000,1.137000,5.169000,10.760000,1.625000,6.186000,7.085000,2.975000,3.244000,7.699000,11.155000,7.575000,44.209000,13.780000,29.599000,1.994000,2.616000,2.393000,6.408000,19.054000,0.188000,1.065000,3.231000,2.443000,5.883000,13.330000,12.123000,0.914000,2.208000,5.766000,13.364000,2.222000,16.099000,10.614000,20.658000,83.982000,102.778000,16.921000,26.581000,4.011000,0.657000,2.808000,8.080000,9.080000,0.116000,1.770000,2.680000,3.236000,2.794000,8.355000,122.332000,23.015000,10.698000,8.806000,4.412000,3.675000,1.160000,0.107000,3.730000,.,767.153000,.,.,.,.,1444.298000,.,1444.298000,.,.,.,.,.,1444.298000,2211.451000
"2014","64 Financial services, except insurance and pension funding",5.913000,4.358000,0.068000,3.289000,8.902000,1.738000,4.399000,9.129000,0.983000,1.616000,3.907000,0.872000,2.765000,4.166000,9.885000,9.199000,6.270000,3.322000,15.478000,0.993000,1.182000,1.833000,6.595000,20.281000,0.597000,1.486000,12.727000,2.971000,11.866000,41.993000,5.352000,2.521000,1.467000,8.508000,0.726000,13.453000,3.391000,1.912000,2.720000,9.188000,118.826000,42.742000,9.846000,73.241000,103.266000,10.709000,6.354000,1.254000,1.199000,0.766000,3.705000,0.688000,0.491000,9.345000,32.505000,20.957000,19.981000,16.934000,2.849000,5.750000,8.300000,0.395000,0.226000,.,738.354000,538.560000,.,.,538.560000,.,.,.,.,.,.,.,.,538.560000,1276.913000
"2014","65 Insurance, reinsurance and pension funding services, except compulsory social security",0.434000,0.055000,0.004000,0.115000,0.237000,0.086000,0.192000,0.192000,0.024000,0.132000,0.284000,0.034000,0.116000,0.139000,0.782000,0.370000,0.297000,0.163000,1.266000,0.047000,0.052000,0.091000,0.241000,0.279000,0.002000,0.045000,0.304000,0.107000,0.288000,0.130000,0.062000,0.429000,0.087000,0.011000,0.002000,0.042000,0.104000,0.070000,0.064000,0.113000,0.540000,1.759000,0.562000,2.283000,5.285000,0.227000,0.039000,0.108000,0.014000,0.041000,0.397000,0.019000,0.012000,0.069000,1.130000,0.562000,0.870000,0.498000,0.105000,0.172000,0.323000,0.021000,0.006000,.,22.533000,48.818000,.,.,48.818000,.,.,.,.,.,.,.,.,48.818000,71.351000
"2014","66 Services auxiliary to financial services and insurance services",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","69_70 Legal and accounting services; services of head offices; management consulting services",3.016000,4.189000,0.321000,10.243000,89.240000,10.833000,24.895000,95.428000,8.082000,4.322000,44.217000,11.499000,18.665000,21.419000,83.997000,47.605000,181.924000,19.297000,156.484000,5.233000,7.395000,13.257000,23.866000,93.534000,0.177000,4.729000,36.929000,80.792000,250.706000,215.332000,25.224000,26.092000,30.410000,42.278000,3.468000,51.777000,73.310000,15.125000,15.335000,63.977000,17.241000,19.608000,20.994000,41.415000,6.834000,268.755000,19.924000,6.026000,18.703000,11.687000,4.469000,12.123000,6.694000,35.055000,75.131000,8.364000,15.110000,13.643000,11.733000,13.106000,23.898000,2.432000,1.729000,.,2569.296000,2.493000,.,.,2.493000,.,.,.,.,.,.,.,.,2.493000,2571.789000
"2014","71 Architectural and engineering services; technical testing and analysis services",.,.,.,1.095000,4.453000,0.392000,0.886000,0.209000,0.206000,0.237000,5.760000,11.152000,1.031000,6.427000,1.056000,40.414000,12.457000,8.052000,104.259000,1.007000,16.422000,1.163000,9.681000,13.200000,1.741000,16.036000,6.030000,.,32.842000,13.514000,1.794000,.,.,0.976000,5.457000,2.546000,12.023000,2.142000,82.866000,52.076000,.,.,.,15.303000,.,2.729000,189.002000,9.889000,4.588000,7.239000,2.048000,1.474000,1.809000,7.460000,0.125000,2.189000,2.158000,0.000000,2.440000,0.532000,.,.,.,.,718.590000,.,.,.,.,91.208000,.,91.208000,.,.,.,.,.,91.208000,809.798000
"2014","72 Scientific research and development services",.,.,.,.,.,.,.,12.797000,.,.,.,23.027000,.,.,.,.,1761.695000,43.094000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,66.498000,.,.,.,.,.,.,.,14.605000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1921.716000,.,.,.,.,184.975000,.,184.975000,.,.,.,.,.,184.975000,2106.691000
"2014","73 Advertising and market research services",0.411000,0.476000,0.036000,1.118000,125.780000,14.197000,13.458000,25.038000,0.195000,1.541000,20.515000,16.135000,16.885000,23.380000,5.351000,16.945000,166.946000,21.409000,33.224000,1.580000,2.144000,15.330000,2.337000,12.555000,0.015000,2.750000,8.310000,120.938000,96.151000,133.220000,14.419000,35.190000,27.903000,3.019000,6.508000,32.824000,0.420000,4.812000,1.100000,69.870000,11.722000,2.192000,1.934000,31.583000,0.314000,6.794000,17.882000,2.386000,8.490000,10.876000,5.486000,0.626000,9.948000,47.193000,13.392000,8.271000,17.838000,2.121000,5.573000,7.345000,2.760000,0.515000,1.752000,.,1311.434000,.,.,.,.,.,.,.,.,.,.,.,.,.,1311.434000
"2014","74_75 Other professional, scientific and technical services; veterinary services",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.001000,0.009000,.,0.002000,.,.,.,0.000000,.,0.005000,0.001000,0.000000,0.046000,0.007000,.,0.000000,.,0.000000,0.007000,0.001000,0.000000,0.001000,0.011000,0.006000,0.006000,.,.,.,0.104000,0.116000,.,.,0.116000,.,.,.,.,.,.,.,.,0.116000,0.220000
"2014","77 Rental and leasing services",0.860000,0.991000,0.076000,0.108000,2.617000,0.843000,0.086000,4.070000,2.380000,3.595000,26.025000,9.571000,3.126000,5.673000,4.833000,3.183000,314.426000,22.192000,63.453000,0.007000,0.806000,1.607000,0.040000,2.544000,.,0.067000,2.630000,0.948000,46.197000,29.945000,2.588000,38.816000,17.268000,1.792000,6.166000,2.291000,48.637000,64.031000,1.632000,70.927000,4.390000,4.662000,4.395000,0.657000,0.669000,103.803000,6.453000,11.827000,1.976000,0.989000,20.931000,1.968000,0.018000,21.359000,41.021000,12.048000,1.206000,1.442000,6.795000,2.463000,5.858000,0.016000,0.039000,.,1062.033000,1.546000,.,.,1.546000,.,.,.,.,.,.,.,.,1.546000,1063.579000
"2014","78 Employment services",0.029000,0.018000,0.001000,0.009000,0.254000,0.021000,0.079000,1.102000,0.022000,1.345000,0.052000,0.097000,0.113000,0.148000,0.840000,1.753000,0.696000,0.324000,1.231000,0.113000,0.493000,0.116000,0.232000,0.782000,.,0.290000,0.546000,0.031000,0.588000,0.584000,0.004000,0.218000,0.001000,2.655000,0.014000,0.653000,0.394000,0.006000,0.396000,0.676000,0.085000,0.085000,0.077000,0.031000,0.012000,0.411000,0.486000,0.084000,0.010000,0.005000,0.064000,2.394000,0.024000,0.324000,2.860000,0.091000,2.868000,1.700000,0.109000,0.037000,0.107000,0.157000,0.049000,.,28.997000,.,.,.,.,.,.,.,.,.,.,.,.,.,28.997000
"2014","79 Travel agency, tour operator and other reservation services and related services",0.050000,0.167000,0.010000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.123000,0.491000,0.159000,0.085000,0.073000,0.378000,0.021000,0.099000,0.056000,0.022000,0.161000,0.207000,0.145000,0.085000,0.269000,5.891000,0.290000,0.511000,0.208000,0.056000,0.625000,0.713000,2.055000,0.016000,0.125000,0.041000,0.237000,0.105000,0.339000,11.844000,4.234000,3.171000,2.914000,0.703000,1.150000,1.741000,0.027000,0.039000,.,39.634000,370.406000,.,.,370.406000,.,.,.,.,.,.,.,.,370.406000,410.039000
"2014","80_82 Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",.,0.016000,0.001000,.,0.280000,0.059000,0.128000,0.105000,0.048000,0.020000,0.110000,0.103000,0.091000,0.150000,0.043000,0.289000,0.230000,0.165000,0.392000,0.017000,0.036000,0.076000,0.139000,0.095000,0.000000,0.012000,0.186000,0.123000,0.481000,0.204000,0.174000,0.139000,0.098000,0.028000,0.029000,0.133000,0.007000,0.101000,0.079000,0.568000,0.477000,0.072000,0.072000,0.330000,0.029000,0.128000,0.046000,0.038000,0.007000,0.356000,0.116000,0.130000,0.057000,0.781000,0.287000,0.077000,0.143000,0.035000,0.222000,0.175000,0.090000,0.002000,0.233000,.,8.860000,0.566000,.,.,0.566000,.,.,.,.,.,.,.,.,0.566000,9.426000
"2014","84 Public administration and defence services; compulsory social security services",0.001000,0.002000,0.000000,0.002000,0.008000,0.002000,0.006000,0.008000,0.002000,0.001000,0.005000,0.001000,0.003000,0.004000,0.009000,0.010000,0.009000,0.004000,0.027000,0.001000,0.001000,0.002000,0.005000,0.007000,0.000000,0.003000,0.008000,0.004000,0.009000,0.004000,0.006000,0.002000,0.002000,0.001000,0.000000,0.001000,0.004000,0.002000,0.002000,0.006000,0.008000,0.003000,0.003000,0.008000,0.007000,0.009000,0.001000,0.001000,0.000000,0.001000,0.001000,0.001000,0.001000,0.005000,0.007000,0.003000,0.007000,0.010000,0.002000,0.003000,0.009000,0.000000,0.000000,.,0.261000,.,.,0.002000,0.002000,.,.,.,.,.,.,.,.,0.002000,0.262000
"2014","85 Education services",0.016000,0.020000,0.001000,0.043000,0.174000,0.015000,0.035000,0.008000,0.008000,0.009000,0.225000,0.566000,0.040000,0.244000,0.041000,0.269000,0.613000,0.309000,1.212000,0.039000,0.038000,0.041000,0.039000,0.436000,.,0.006000,0.082000,0.099000,0.186000,0.313000,0.068000,0.053000,0.009000,0.112000,0.005000,0.121000,0.260000,0.064000,0.035000,0.526000,0.079000,0.108000,0.142000,0.121000,0.069000,0.401000,0.269000,0.114000,0.078000,0.038000,0.017000,0.018000,0.008000,0.061000,2.624000,2.833000,1.038000,1.503000,0.288000,0.573000,1.636000,0.003000,0.016000,.,18.421000,2.442000,.,0.017000,2.460000,.,.,.,.,.,.,.,.,2.460000,20.880000
"2014","86 Human health services",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000000,.,.,.,.,0.000000,.,.,.,0.000000,.,0.000000,.,.,0.000000,.,.,.,.,.,.,0.001000,0.002000,0.000000,.,.,0.001000,.,0.000000,0.012000,0.003000,0.330000,0.002000,0.000000,0.001000,0.002000,.,.,.,0.354000,0.981000,.,1.589000,2.570000,.,.,.,.,.,.,.,.,2.570000,2.924000
"2014","90_92 Creative, arts and entertainment services; library, archive, museum and other cultural services; gambling and betting services",.,0.010000,0.001000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.001000,0.021000,0.003000,0.006000,0.003000,0.006000,0.504000,0.001000,0.002000,0.000000,0.083000,0.004000,0.296000,0.002000,0.008000,0.002000,0.001000,0.022000,0.001000,.,0.007000,0.005000,0.010000,0.000000,0.001000,0.000000,0.005000,0.002000,0.004000,0.253000,0.901000,0.088000,0.403000,0.475000,0.219000,0.002000,0.000000,0.000000,.,3.353000,168.002000,.,0.031000,168.033000,2.675000,2.958000,5.633000,.,.,.,.,.,173.665000,177.019000
"2014","93 Sporting services and amusement and recreation services",0.057000,0.170000,0.010000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.081000,0.754000,0.291000,0.968000,0.316000,0.524000,0.050000,0.109000,0.055000,0.079000,1.651000,0.226000,0.095000,0.114000,0.484000,0.567000,0.372000,0.402000,0.664000,0.048000,0.531000,0.116000,0.089000,0.019000,0.071000,0.038000,0.079000,0.060000,0.270000,0.590000,1.669000,0.189000,0.237000,0.251000,0.824000,0.662000,0.035000,0.029000,.,13.846000,.,.,.,.,.,.,.,.,.,.,.,.,.,13.846000
"2014","96 Other personal services",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000000,0.000000,0.000000,0.000000,.,.,.,.,0.000000,0.001000,.,.,0.001000,.,.,.,.,.,.,.,.,0.001000,0.001000
"2014","Products total",541.515000,151.389000,4.759000,191.154000,1901.781000,412.056000,421.565000,1953.237000,167.294000,7761.591000,3281.294000,194.967000,1007.665000,513.898000,3631.517000,987.674000,3751.966000,1363.677000,3531.349000,526.283000,430.723000,377.436000,590.787000,1464.295000,95.141000,313.320000,2774.877000,684.571000,1372.461000,1005.298000,484.387000,597.669000,875.477000,492.633000,117.768000,527.561000,325.676000,198.049000,236.719000,1065.333000,373.632000,156.952000,209.624000,415.944000,289.737000,536.720000,632.489000,114.563000,211.950000,134.371000,186.995000,50.509000,155.921000,389.786000,812.712000,378.568000,1299.479000,320.865000,188.252000,177.163000,185.073000,75.051000,103.808000,.,53726.976000,13226.723000,.,458.670000,13685.393000,5742.306000,282.034000,6024.339000,1571.018000,932.168000,638.850000,1354.275000,2925.293000,22635.025000,76362.001000
"2014","PUR/S2 Direct purchases abroad by residents",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2903.000000,.,.,2903.000000,.,.,.,.,.,.,.,.,2903.000000,2903.000000
"2014","P7_USE Total use of imported products",541.515000,151.389000,4.759000,191.154000,1901.781000,412.056000,421.565000,1953.237000,167.294000,7761.591000,3281.294000,194.967000,1007.665000,513.898000,3631.517000,987.674000,3751.966000,1363.677000,3531.349000,526.283000,430.723000,377.436000,590.787000,1464.295000,95.141000,313.320000,2774.877000,684.571000,1372.461000,1005.298000,484.387000,597.669000,875.477000,492.633000,117.768000,527.561000,325.676000,198.049000,236.719000,1065.333000,373.632000,156.952000,209.624000,415.944000,289.737000,536.720000,632.489000,114.563000,211.950000,134.371000,186.995000,50.509000,155.921000,389.786000,812.712000,378.568000,1299.479000,320.865000,188.252000,177.163000,185.073000,75.051000,103.808000,.,53726.976000,16129.723000,.,458.670000,16588.393000,5742.306000,282.034000,6024.339000,1571.018000,932.168000,638.850000,1354.275000,2925.293000,25538.025000,79265.001000
